First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Loss,Draw
Sheldon,Westcott,NULL,73,170,71,Southpaw,10,3,1
Aaron,Wetherspoon,Slam,0,170,NULL,NULL,9,5,0
Coty,Wheeler,Ox,66,135,67,Orthodox,14,5,0
Vernon,White,Tiger,72,205,NULL,Southpaw,26,33,2
Steve,White,NULL,71,175,NULL,NULL,1,4,0
Alex,White,The Spartan,72,155,71,Southpaw,13,6,0
Craig,White,The Thundercat,74,170,76,Orthodox,14,9,0
Patrik,White,Primetime,72,155,72,Orthodox,9,2,0
Robert,Whiteford,The Hammer,69,145,69,Southpaw,14,4,0
Mike,Whitehead,NULL,73,205,NULL,Orthodox,27,8,0
Garett,Whiteley,Goodnight,72,155,72,Orthodox,7,3,0
Mitch,Whitesel,NULL,69,185,NULL,NULL,17,27,0
Emily,Whitmire,Spitfire,65,125,63,Orthodox,4,5,0
Robert,Whittaker,The Reaper,72,185,73,Orthodox,25,6,0
Josh,Wick,The White Mamba,69,155,69,Switch,12,6,0
Adam,Wieczorek,Siwy,77,250,81,Orthodox,10,2,0
Orlando,Wiet,The Gladiator,70,170,NULL,Southpaw,1,5,0
Jonathan,Wiezorek,NULL,75,250,NULL,Southpaw,11,2,0
Justin,Wilcox,Silverback,66,155,NULL,Orthodox,14,7,0
Joe,Wilk,The Nose,69,145,NULL,NULL,19,11,0
Aaron,Wilkinson,The Daywalker,70,155,NULL,NULL,11,7,0
Mike,Wilkinson,The Warrior,67,145,66,Orthodox,9,4,0
Rob,Wilkinson,Razor,75,185,80,Orthodox,11,2,0
James,Wilks,Lightning,73,170,75,Orthodox,7,4,0
Tedd,Williams,NULL,73,275,NULL,Orthodox,7,1,0
Pete,Williams,El Duro,75,235,NULL,Orthodox,12,6,0
Rubin,Williams,Mr. Hollywood,73,185,NULL,Orthodox,0,1,0
Carter,Williams,The Beast,73,265,NULL,Orthodox,4,5,0
Patrick,Williams,The Animal,68,135,73,Orthodox,8,6,0
Tim,Williams,The South Jersey Strangler,74,185,76,Orthodox,15,5,0
Jordan,Williams,Bomaye,73,185,75,Southpaw,9,6,0
Cole,Williams,Havoc,72,170,73,Orthodox,11,3,0
Khaos,Williams,The OxFighter,72,170,77,Orthodox,13,3,0
Karl,Williams,NULL,75,205,79,Orthodox,7,1,0
Karl,Willis,NULL,0,NULL,NULL,NULL,0,5,0
Justin,Willis,Big Pretty,73,264,78,Southpaw,8,2,0
Chris,Wilson,The Professor,73,170,75,Orthodox,18,10,0
Greg,Wilson,NULL,0,155,NULL,NULL,2,3,0
Jonathan,Wilson,Johnny Bravo,74,205,75,Southpaw,7,3,0
Sean,Wilson,P-Town,68,145,NULL,NULL,36,29,0
Matt,Wiman,NULL,70,155,68,Orthodox,16,10,0
Eddie,Wineland,NULL,67,135,69,Orthodox,24,16,1
Deron,Winn,NULL,66,185,70,Orthodox,7,3,0
Andre,Winner,NULL,71,155,73,Orthodox,21,11,2
Eric,Wisely,Little Lee,68,145,NULL,Southpaw,26,9,1
Keith,Wisniewski,The Polish Connection,72,170,NULL,Orthodox,28,15,1
Jason,Witt,The Vanilla Gorilla,70,170,70,Orthodox,19,9,0
Travis,Wiuff,The Diesel,75,205,NULL,Orthodox,75,21,0
Ray,Wizard,NULL,0,NULL,NULL,NULL,0,1,0
Karolina,Wojcik,Polish Assassin,62,115,NULL,Orthodox,9,2,0
Danyelle,Wolf,NULL,71,145,70,Orthodox,1,1,0
Brandon,Wolff,NULL,69,170,NULL,Orthodox,7,5,0
Xue Do,Won,NULL,67,165,NULL,NULL,0,1,0
Joanne,Wood,JoJo,66,125,65,Orthodox,15,8,0
Nathaniel,Wood,The Prospect,66,145,69,Orthodox,19,5,0
Tyron,Woodley,The Chosen One,69,170,74,Orthodox,19,7,1
Salvador,Woods,NULL,71,170,NULL,NULL,8,17,0
Sean,Woodson,The Sniper,74,145,78,Orthodox,9,1,1
Cal,Worsham,NULL,71,230,NULL,Orthodox,13,10,0
Hunter,Worsham,The Future,0,185,NULL,NULL,7,3,0
Khama,Worthy,The Death Star,71,155,74,Orthodox,16,9,0
Eric,Wray,NULL,72,170,NULL,Orthodox,5,1,0
Justin,Wren,The Viking,74,265,NULL,Orthodox,13,2,0
JW,Wright,NULL,0,130,NULL,NULL,1,0,0
Chris,Wright,NULL,0,NULL,NULL,NULL,8,5,1
Jordan,Wright,The Beverly Hills Ninja,74,185,77,Orthodox,12,4,0
Marcin,Wrzosek,The Polish Zombie,69,155,NULL,NULL,12,4,0
Wu,Yanan,Mulan,68,135,66,Orthodox,13,6,0
Wuliji,Buren,Beast Master,69,135,69,Orthodox,20,9,0
Rubens,Xavier,Macula,75,220,NULL,Orthodox,5,3,0
Xiao,Long,NULL,68,135,66,Orthodox,24,7,0
Xie,Bin,The Stalker,70,145,71,Orthodox,8,4,0
Jamie,Yager,The Chosyn 1,73,185,NULL,Orthodox,8,4,0
Eddie,Yagin,The Filipino Phenom,67,145,NULL,Orthodox,16,7,1
Rani,Yahya,NULL,66,135,67,Orthodox,28,10,1
Alexander,Yakovlev,Russian Thunder,75,155,74,Southpaw,24,10,1
Keiichiro,Yamamiya,NULL,71,185,NULL,Southpaw,45,35,10
Kenichi,Yamamoto,NULL,72,170,NULL,Orthodox,5,12,2
Yoshihisa,Yamamoto,NULL,74,220,NULL,Southpaw,14,25,1
Atsushi,Yamamoto,NULL,66,139,NULL,Orthodox,19,11,3
Norifumi,Yamamoto,Kid,64,135,66,Southpaw,18,6,0
Hiroko,Yamanaka,Cat's Eye,71,135,NULL,NULL,13,3,0
Goiti,Yamauchi,NULL,70,145,NULL,NULL,21,3,0
Takeshi,Yamazaki,NULL,68,139,NULL,Southpaw,15,12,3
Yan,Xiaonan,NULL,65,115,63,Orthodox,16,3,0
Petr,Yan,No Mercy,67,135,67,Switch,16,4,0
Yan,Qihui,Queen Kong,63,125,62,Orthodox,11,4,0
Adam,Yandiev,Boroda,69,185,74,Orthodox,9,1,0
Adrian,Yanez,NULL,67,135,70,Orthodox,16,3,0
Dongi,Yang,The Ox,70,185,73,Southpaw,13,3,0
Jianping,Yang,NULL,67,145,NULL,Orthodox,11,4,1
Masutatsu,Yano,NULL,69,198,NULL,Orthodox,2,4,1
Emmanuel,Yarborough,NULL,80,770,NULL,Open Stance,1,2,0
Cale,Yarbrough,NULL,73,185,NULL,Orthodox,8,3,0
Tadao,Yasuda,NULL,76,310,NULL,Orthodox,2,4,0
Yoshiaki,Yatsu,NULL,73,165,NULL,Orthodox,0,2,0
Chris,Yee,NULL,69,185,NULL,NULL,4,6,0
Yi,Zha,NULL,67,145,70,Orthodox,21,3,0
Ashley,Yoder,SpiderMonkey,67,115,69,Southpaw,8,8,0
Hirotaka,Yokoi,Kaibatsu-Kun,71,205,NULL,Orthodox,11,5,0
Kazunori,Yokota,NULL,68,154,NULL,Orthodox,25,7,3
John,Yoo,NULL,0,135,NULL,NULL,0,1,0
Sanghoon,Yoo,Assassin,72,155,74,Orthodox,5,1,0
Dong Sik,Yoon,NULL,72,185,NULL,Orthodox,9,9,0
Yoshiyuki,Yoshida,Zenko,71,170,70,Southpaw,18,9,0
Hidehiko,Yoshida,NULL,71,225,NULL,Orthodox,6,8,1
Kaitlin,Young,NULL,69,135,NULL,Orthodox,7,9,1
Artenus,Young,NULL,0,205,NULL,NULL,10,12,0
Trenell,Young,Savant,66,145,NULL,Orthodox,11,9,0
Jason,Young,Shotgun,69,145,73,Orthodox,9,6,0
Shane,Young,Smokin',68,145,72,Orthodox,13,6,0
Shanna,Young,The Shanimal,67,125,65,Orthodox,9,6,0
Besam,Yousef,NULL,71,170,NULL,Orthodox,7,4,0
Han Ten,Yun,NULL,71,220,NULL,NULL,0,1,0
Rob,Yundt,Monster,73,185,NULL,Orthodox,9,5,0
Sodiq,Yusuff,Super,69,145,71,Orthodox,13,2,0
